0.695532 1.89692 8.286 9.11773 17.8527 10.097 17.2125
0.713319 2.02411 7.85894 8.07362 16.427 9.18548 17.1644
0.714964 2.03582 7.44069 8.35246 16.5266 9.90867 16.6155
0.725488 2.12687 8.25576 9.15738 17.9033 11.3839 19.0653
0.730663 2.18268 8.18191 8.02985 16.9458 9.2465 16.4265
0.747542 2.40379 7.6414 8.34889 16.488 9.58613 16.3549
0.745552 2.36138 8.41417 8.48571 16.939 9.97057 17.1618
0.729749 2.16803 7.99761 8.16798 16.95 9.65273 17.2969
0.711459 2.0072 8.12438 8.0294 16.4485 9.17962 16.719
0.747787 2.39144 8.30158 8.97102 17.6656 10.3056 18.1049
