2.32864 2.54386 0.0641265 1.45383 0.531341 4.12797 1.09003 1.52918
2.91284 2.94549 0.050152 0.291795 2.6887 3.13751 2.65369 0.457398
3.34376 3.48661 0.0385959 0.0354008 3.31351 3.37422 3.52201 0.286968
2.87636 3.06685 0.138351 0.48841 1.92076 3.83254 2.57844 0.695595
2.67425 2.80529 0.486596 0.841824 4.35822 0.991197 3.64712 0.493195
2.8394 2.8418 0.419536 0.204947 3.88102 1.79841 3.04675 0.457106
2.87091 2.92938 0.120058 0.450185 2.60236 3.14004 2.4792 0.538702
3.07166 3.14531 0.465804 0.344859 3.58475 2.55893 2.80046 0.565819
3.59048 3.6433 0.0580643 0.68592 2.96788 4.2132 2.95738 0.731414
2.9942 3.02448 0.13211 0.0205823 3.24873 2.74012 3.04506 0.313678
3.94234 4.37034 0.00514217 0.486626 3.03799 4.84673 3.88372 0.606618
