0.724329 2.11646 8.68797 8.46781 17.4575 10.2886 17.2266
0.73852 2.26707 9.10898 9.47557 18.8126 11.095 18.9817
0.744028 2.33905 7.76205 8.88804 17.2182 10.3339 17.62
0.719368 2.0723 7.89139 8.84993 17.3744 11.163 17.8172
0.713047 2.02251 8.03702 7.90606 15.9079 8.92177 17.0294
0.730518 2.18174 8.82354 9.89972 19.4368 11.0775 19.3774
0.696458 1.90375 9.42402 8.72437 18.1791 11.2943 17.5919
0.740906 2.29753 9.16611 9.12606 18.2978 10.3366 19.2593
0.726524 2.1374 8.25619 9.07156 17.7692 10.1642 18.3234
0.706094 1.97108 7.86607 8.03242 16.0794 9.05057 16.5779
0.7047 1.96023 7.48512 7.64199 15.2066 8.62789 16.6522
