3.69721 4.3688 0.123196 0.590605 2.18862 5.20588 3.77819 0.772814
3.49035 3.49231 0.0625418 0.380856 2.98244 3.99839 3.11146 0.561309
3.30096 3.66824 0.126727 0.350127 2.83701 3.76513 3.31812 0.478778
3.4115 3.46283 0.023791 0.0618147 3.25078 3.57239 3.40101 0.335373
3.28197 4.24302 0.880815 1.54465 2.53789 4.02627 2.69837 1.08677
3.16258 3.73729 0.171635 0.810871 1.43374 4.89173 2.92642 1.01194
3.63448 3.63452 0.129478 0.259921 3.11555 4.1535 3.3746 0.504269
3.33368 3.37435 0.21644 0.731464 2.12866 4.5389 2.64289 0.976676
3.46973 3.46973 0.166029 0.203869 4.00564 2.93395 3.6736 0.276996
3.41509 3.4177 0.463857 1.10257 1.3822 5.44815 2.31513 1.57046
