0.600872 1.45765 7.63811 8.20584 16.2259 9.52935 17.2855
0.670841 1.75291 8.59396 9.32495 18.2859 10.2936 18.7274
0.569879 1.35107 9.12101 8.19164 16.8495 8.89455 17.0008
0.62069 1.53088 9.71809 9.96395 20.0481 12.0152 19.7804
0.598089 1.44702 8.31274 8.32096 16.701 9.08173 17.9128
0.557325 1.31053 8.71802 9.00569 17.8685 9.68366 18.9537
0.592146 1.42634 7.97754 8.60898 17.2546 10.2554 18.003
0.574268 1.36553 8.59874 9.731 19.3697 11.0098 19.0889
0.568756 1.34757 7.51749 7.40068 14.8598 8.09093 15.9284
0.582435 1.39302 8.54775 9.32237 18.4061 10.6734 19.2744
