2.89128 2.94221 1.06108 2.44535 2.51715 3.26596 0.496859 1.5531
2.8683 3.01219 0.0823838 1.29701 1.26262 4.47456 1.71519 1.39413
3.62081 4.14793 0.0887241 0.819852 2.09639 5.14534 3.32808 0.950215
3.12627 3.31145 0.269357 0.775445 1.62693 4.62594 2.53601 1.06538
3.56067 3.56103 0.282685 0.752301 2.24263 4.87882 2.80873 1.0554
3.5059 3.66377 0.988586 1.78513 3.54007 3.47187 1.87863 1.20413
3.77381 4.12726 0.280462 0.77092 2.08851 5.45918 3.35634 1.07115
3.39443 5.41951 0.18979 0.378534 2.12746 4.66157 5.79805 0.259657
3.6492 4.26241 0.231254 1.49351 2.00499 5.29351 2.76891 1.30092
3.98953 4.20211 0.0933277 0.120424 4.08403 3.89508 4.32254 0.267412
2.94907 3.01491 0.0211075 0.901392 2.02404 3.87458 2.11352 0.936541
