0.775742 4.03836 8.01864 8.01947 16.0394 10.0543 15.4755
0.775841 5.20816 7.30269 7.80095 15.7707 10.8147 15.2089
0.775333 5.05819 8.16183 8.02394 16.5232 10.9309 15.9311
0.776089 4.41453 9.16491 8.80329 17.871 13.0269 17.9038
0.77472 3.7377 8.98604 8.22334 16.85 10.3412 17.1564
0.777252 5.22768 8.30228 8.31665 16.6529 11.1775 17.0065
0.757554 2.57148 8.35756 8.0181 17.011 9.41654 15.7753
0.773458 3.23977 8.21377 10.0796 19.2264 11.719 19.463
0.775621 3.69066 8.70992 8.48477 17.0858 10.444 17.6635
0.762597 2.7045 8.59095 9.19358 18.16 10.6887 18.09
0.775222 3.66749 9.77506 8.94655 18.3996 10.7809 17.7576
