1.37879 4.25325 2.42949 2.69977 5.2653 5.68468 4.67015
1.37862 5.18902 2.70576 2.90724 5.90554 5.60104 5.54633
1.37886 3.64152 2.22345 3.09769 6.57558 5.56817 5.46291
1.37899 3.10975 2.89261 3.90618 7.38074 5.5029 7.4753
1.37847 3.05089 2.95409 2.78908 5.8248 4.33839 5.78043
1.3782 4.70539 2.26815 2.67703 5.45774 5.57404 6.86187
1.37906 3.68656 3.12025 3.2569 6.45285 5.11127 6.83832
1.37909 2.98129 3.05013 2.88693 5.88742 4.51278 6.49796
1.37903 3.49299 3.19774 2.81605 5.98965 4.6273 5.76145
1.37936 7.46599 3.08518 4.21039 8.20406 7.97725 8.26075
