1.37675 4.22304 2.58902 2.0773 4.5768 4.47928 4.3025
1.37782 3.81598 2.49152 2.54156 5.23181 4.83117 4.9104
1.378 2.2815 2.85836 2.20166 4.73786 3.36844 7.49863
`
