2.58216 2.77162 0.105112 0.217209 1.96526 3.20019 2.55441 0.460225
2.83436 3.13035 0.16808 0.989924 1.2123 4.45707 2.14042 1.17803
2.99972 3.03017 0.117963 0.30375 2.90145 3.09843 2.72642 0.454228
3.08537 3.35013 0.0467044 0.791205 2.12281 4.04829 2.55893 0.823878
2.93948 2.95388 0.265279 0.167951 3.28769 2.59177 2.78593 0.421799
2.86185 2.96106 0.0991364 1.02942 1.53495 4.18935 1.93164 1.15353
2.72267 2.72879 0.264686 0.40882 3.65476 1.79142 3.13761 0.312076
2.91179 2.92206 0.0466278 0.0906903 3.08547 2.73865 3.01275 0.265352
2.94729 2.99993 0.324583 0.751696 1.49379 4.40128 2.24824 1.0932
2.59559 3.29844 0.071451 0.157309 1.59252 3.59975 3.14113 0.405125
