1.06423 1.16499 0.120775 0.25249 0.469431 1.69496 0.912499 0.494036
0.993334 1.06141 0.212799 0.687063 0.187398 2.21607 0.374342 0.932138
1.26839 1.79854 0.175742 0.39504 0.694697 1.86489 1.4035 0.499096
1.18656 1.1985 0.0287181 0.577711 0.539473 1.86103 0.620792 0.696921
0.770207 0.77223 0.141742 0.0607566 1.11242 0.49608 0.832986 0.303902
0.970153 2.08175 0.0351375 1.49546 1.56663 3.55113 0.586297 1.47634
0.434462 0.45862 0.00554631 0.0235562 0.375655 0.629272 0.435064 0.313154
0.40163 0.405162 0.473062 0.223009 1.12121 0.172875 0.182153 0.548311
0.771411 0.777622 0.31506 0.925473 0.790392 2.40113 0.147851 1.25245
0.5304 0.538723 0.104767 0.313579 0.00103568 1.17406 0.225144 0.532236
