3.44039 3.45465 0.0398944 0.0823252 3.26402 3.61692 3.37233 0.349713
2.89372 3.38443 0.0810721 0.351195 1.88967 3.89833 3.03324 0.54843
2.96903 4.01234 0.278456 0.711639 0.657165 5.28135 3.3007 1.01289
3.33593 3.43289 0.00445453 0.0517921 3.17827 3.49379 3.3811 0.327986
3.45511 3.47861 0.0374161 0.312158 3.19429 3.71608 3.16645 0.473122
3.57373 3.74114 0.342642 0.516707 3.57489 3.57268 3.22443 0.567512
3.24546 3.53728 0.195056 0.277886 3.06588 3.4253 3.25939 0.443588
3.40907 3.76907 0.268356 0.594102 1.91825 4.90006 3.17497 0.893459
3.46291 4.44961 0.440442 0.256802 3.1003 3.82567 4.1928 0.533036
4.19811 4.26796 0.0198212 0.114062 3.97456 4.4217 4.1539 0.364826
