1.37855 3.76451 2.62487 3.65111 6.96985 5.59083 6.79511
1.3784 4.25573 3.46777 3.6206 7.22209 5.75157 8.71349
1.3786 6.48497 3.96232 5.56202 10.3387 8.81009 9.91048
1.37892 3.28739 2.64306 3.51406 6.95732 5.16584 7.13167
1.37888 3.12531 3.02197 4.75288 8.88621 7.28919 8.68964
1.37899 3.00571 3.08584 2.78908 5.79738 4.87381 6.15913
1.37913 6.01854 2.53099 3.70562 6.87767 6.88232 7.26298
1.37882 4.17991 2.50094 3.55959 6.59068 5.69847 7.40784
1.37876 6.03202 3.01962 3.51751 6.92618 6.53967 7.24309
1.37894 3.29539 3.85616 4.25303 8.31606 5.90167 8.98143
