0.86851 5.11188 3.35503 4.46386 9.04454 7.04523 8.40172
0.868491 4.37954 5.62317 5.21449 10.9983 7.44673 10.5053
0.86866 4.37065 3.88803 4.94148 9.73625 7.36165 9.50841
0.868777 5.6017 3.99384 5.18985 10.005 8.01644 9.88605
0.868227 4.26992 4.43768 5.26473 10.1386 7.42341 10.3867
0.868825 4.22229 3.93932 4.62376 8.90771 7.34823 9.95813
0.868548 4.89705 3.89975 5.39031 10.5558 8.2591 9.76937
0.869063 4.98317 3.88325 4.95764 9.38645 8.34123 9.89278
0.867963 4.11929 4.24902 4.76637 9.41622 6.84314 9.37594
0.868832 4.93725 4.90269 4.72489 10.1733 7.68825 9.29674
