0.868706 4.64186 4.61346 4.79264 9.67965 7.21642 9.71627
0.868241 4.99356 4.5108 5.20077 10.0652 8.59623 10.6766
0.868814 4.58457 4.30621 5.59119 10.5504 8.32727 11.3904
0.868677 5.11939 4.60425 5.54373 10.6189 8.58187 11.1767
0.868772 4.88488 3.99521 5.16055 10.0285 8.29233 9.26257
0.869088 4.36695 3.86501 4.747 9.15888 7.14489 9.52582
0.868744 5.47217 4.36636 5.33237 10.4363 8.07702 10.5598
0.869024 4.17904 3.87318 4.67257 8.94558 7.28949 9.93113
0.868922 4.73333 3.74049 4.79176 9.08883 7.166 9.32181
0.868909 5.58976 3.88344 5.62828 10.932 8.45448 11.3884
0.868965 4.47569 3.77712 5.3469 10.0047 7.73651 9.65725
