3.28397 3.28412 0.0470468 0.273416 3.1045 3.46367 3.01071 0.446928
3.5167 3.72838 0.16808 0.353499 2.61535 4.41817 3.37488 0.602326
3.30099 3.7195 0.316127 0.653107 1.59712 5.00508 3.0664 0.991182
3.76698 3.77112 0.234279 0.470976 2.8233 4.71073 3.30014 0.752505
3.92709 3.97225 0.14776 0.870346 2.71607 5.13817 3.10191 1.04678
3.05606 3.20759 0.167618 0.546766 2.02253 4.08997 2.66082 0.767931
3.66186 3.77799 0.114134 0.737699 2.57976 4.74405 3.04029 0.896432
2.95863 3.45961 0.199783 0.399821 1.65826 4.25947 3.05979 0.66358
3.2743 3.28598 0.247515 0.556335 2.21125 4.33758 2.72964 0.840817
3.79899 4.16266 0.163336 1.41812 1.69053 5.90753 2.74454 1.58921
3.35496 4.09029 0.343872 0.882545 1.04935 5.66077 3.20774 1.23794
