0.200567 0.340858 0.302547 0.0312682 0.6341 0.0207435 0.30959 0.405252
0.187032 0.218874 0.0503148 0.101985 0.0474235 0.638994 0.11689 0.363732
0.148104 0.622594 0.389268 1.03815 2.14307 2.67254 0.415556 1.43399
0.190314 0.233525 0.0155755 1.01383 0.897877 1.49472 0.780304 1.06689
0.250531 0.276522 0.157219 0.378781 0.468679 1.16333 0.102258 0.616145
0.221615 0.238815 0.00960884 0.703131 0.517935 1.16537 0.464316 0.788111
0.211366 1.0623 0.032545 0.621961 1.32662 1.95743 0.440335 0.735697
0.168466 0.207788 0.519153 1.28059 0.113137 0.674984 1.0728 0.958004
0.237723 0.293194 0.121237 0.321623 0.381845 1.05553 0.0284292 0.547633
0.32877 0.561023 0.140796 1.58457 1.20646 2.03104 1.02355 1.46487
0.198206 0.235375 0.167385 1.01453 1.18827 1.79782 0.77916 1.20093
