3.22782 3.22803 0.0210834 0.557858 2.62759 3.82832 2.67018 0.676259
3.12808 3.15245 0.336199 0.674558 1.75674 4.49973 2.47789 1.02987
3.7438 4.0916 0.0768467 0.123117 3.67282 3.81487 4.21472 0.261162
3.39656 3.5271 0.134412 0.323984 2.6732 4.12009 3.20312 0.557172
4.0052 4.01989 0.0417851 0.0675152 4.14159 3.86885 4.08741 0.27381
3.13839 3.27807 0.215234 0.117348 3.54652 2.73057 3.39542 0.323548
2.73962 2.74399 0.0731879 1.42049 1.16838 4.31165 1.32351 1.50529
3.11165 3.11769 0.146145 0.292292 2.52103 3.7026 2.8254 0.538899
3.4277 4.05827 1.18882 2.46072 2.71405 4.14151 1.59755 1.53337
3.05665 3.08848 0.616823 1.44677 2.8117 3.30198 1.64171 1.03736
