0.772371 3.23683 8.70667 9.0692 18.1421 10.7817 17.4658
0.774418 3.57141 8.77868 9.13887 18.7186 11.4428 18.3211
0.77612 3.89958 8.85512 8.8618 18.2349 10.8683 17.2463
0.773989 3.5201 9.48143 9.31296 19.3761 11.0956 18.8125
0.775969 4.02405 8.55887 9.83034 19.0544 12.1506 20.5795
0.772831 3.30203 8.31814 8.78893 17.7343 10.9328 17.4514
0.776894 4.45117 7.90648 9.24837 18.1897 11.6653 17.2386
0.776892 5.58397 9.8821 9.59654 19.3398 12.5342 19.5072
0.776107 3.99751 8.97437 9.05049 18.065 11.6033 18.4372
0.769165 2.98221 8.68545 9.30947 18.4686 10.9624 18.7086
