0.473832 1.82785 0.0596848 0.164392 1.16394 2.23737 1.66345 0.406001
0.332322 0.332347 0.0143796 0.0484761 0.312581 0.517973 0.283871 0.32538
0.702891 0.769807 0.220481 0.46037 0.265357 1.74967 0.309437 0.732199
0.68995 1.90014 0.203824 1.34031 1.4529 2.9135 0.559835 1.18445
0.511373 0.519131 0.637701 1.48197 0.297049 0.842322 0.962836 1.05418
0.377093 0.544564 0.2678 0.538286 0.864264 1.77064 0.00627774 0.841258
0.523009 2.18942 0.477734 2.02283 2.21077 3.3707 0.166592 1.58078
0.70417 0.998043 0.122158 0.78835 0.622371 2.10903 0.209693 0.949031
0.719159 0.80697 0.102782 0.711162 0.285379 1.79958 0.0958079 0.863603
0.720824 0.736506 0.114813 0.367193 0.108322 1.40894 0.369314 0.579969
0.464734 0.496132 0.0570072 0.022646 0.569997 0.48754 0.518778 0.29506
