3.19097 3.38989 0.663391 2.09312 2.22571 4.1565 1.29678 1.49838
4.73688 4.80541 0.0582891 0.848557 3.93637 5.5374 3.95686 0.864119
3.86574 3.91394 0.0716193 0.00756659 3.96835 3.7632 3.92151 0.30376
3.63828 3.68165 0.286578 0.599705 2.42204 4.85462 3.08195 0.914515
3.47412 3.56693 0.127412 0.441398 2.68509 4.26329 3.12553 0.64845
4.15122 4.35716 0.0178658 0.035904 3.87366 4.42882 4.32125 0.320457
3.82098 3.83522 0.133069 0.322986 3.74989 3.89213 3.51223 0.463453
3.05359 3.07933 0.154531 0.348274 2.37051 3.73705 2.73106 0.589208
3.51247 3.51319 0.0797878 0.0658705 3.73719 3.28788 3.57906 0.282562
3.40038 3.61233 0.311119 0.589009 4.39967 2.40126 4.20134 0.337032
